flight_id,aircraft,flight_hours
FLIGHT_0737,N523AR,3.16
FLIGHT_0738,N523AR,5.38
FLIGHT_0739,N71HC,3.36
FLIGHT_0740,N495DD,3.71
FLIGHT_0741,N716TM,4.6
FLIGHT_0742,N452M,2.9
FLIGHT_0743,N71HC,2.68
FLIGHT_0744,N99CT,2.4
FLIGHT_0745,N301VR,3.69
FLIGHT_0746,N301VR,3.57
FLIGHT_0747,N523AR,3.71
FLIGHT_0748,N99CT,4.24
FLIGHT_0749,N301VR,3.01
FLIGHT_0750,N495DD,5.29
FLIGHT_0751,N372MZ,3.84
FLIGHT_0752,N301VR,3.0
FLIGHT_0753,N523AR,4.24
FLIGHT_0754,N604CH,2.93
FLIGHT_0755,N610TX,3.9
FLIGHT_0756,N604XT,4.34
FLIGHT_0757,N716TM,4.72
FLIGHT_0758,N372MZ,4.34
FLIGHT_0759,N579MH,3.83
FLIGHT_0760,N99CT,2.55
FLIGHT_0761,N452M,4.37
FLIGHT_0762,N523AR,4.33
FLIGHT_0763,N610TX,2.51
FLIGHT_0764,N372MZ,3.96
FLIGHT_0765,N604XT,4.61
FLIGHT_0766,N372MZ,3.52
FLIGHT_0767,N523AR,4.17
FLIGHT_0768,N523AR,3.87
FLIGHT_0769,N452M,4.03
FLIGHT_0770,N372MZ,3.85
FLIGHT_0771,N452M,3.16
FLIGHT_0772,N452M,4.82
FLIGHT_0773,N610TX,3.32
FLIGHT_0774,N372MZ,1.98
FLIGHT_0775,N523AR,3.96
FLIGHT_0776,N99CT,3.96
FLIGHT_0777,N372MZ,3.63
FLIGHT_0778,N716TM,3.09
FLIGHT_0779,N716TM,3.55
FLIGHT_0780,N716TM,3.51
FLIGHT_0781,N452M,3.38
FLIGHT_0782,N452M,3.59
FLIGHT_0783,N604XT,4.7
FLIGHT_0784,N523AR,4.42
FLIGHT_0785,N372MZ,3.87
FLIGHT_0786,N604XT,5.66
FLIGHT_0787,N523AR,4.97
FLIGHT_0788,N71HC,3.81
FLIGHT_0789,N71HC,2.36
FLIGHT_0790,N579MH,3.26
FLIGHT_0791,N604XT,3.12
FLIGHT_0792,N523AR,3.74
FLIGHT_0793,N610TX,4.28
FLIGHT_0794,N301VR,3.16
FLIGHT_0795,N71HC,3.98
FLIGHT_0796,N523AR,4.84
FLIGHT_0797,N301VR,3.41
FLIGHT_0798,N71HC,4.0
FLIGHT_0799,N716TM,5.35
FLIGHT_0800,N523AR,4.66
FLIGHT_0801,N71HC,3.51
FLIGHT_0802,N372MZ,4.17
FLIGHT_0803,N523AR,3.26
FLIGHT_0804,N99CT,3.32
FLIGHT_0805,N604CH,3.74
FLIGHT_0806,N301VR,3.18
FLIGHT_0807,N452M,3.24
FLIGHT_0808,N610TX,4.42
FLIGHT_0809,N71HC,3.48
FLIGHT_0810,N610TX,3.93
FLIGHT_0811,N604CH,4.7
FLIGHT_0812,N610TX,3.63
FLIGHT_0813,N604XT,4.03
FLIGHT_0814,N716TM,5.35
FLIGHT_0815,N452M,2.78
FLIGHT_0816,N99CT,3.41
FLIGHT_0817,N99CT,2.97
FLIGHT_0818,N716TM,4.54
FLIGHT_0819,N716TM,4.75
FLIGHT_0820,N531P,4.79
FLIGHT_0821,N372MZ,4.43
FLIGHT_0822,N610TX,3.59
FLIGHT_0823,N301VR,3.28
FLIGHT_0824,N610TX,4.11
FLIGHT_0825,N610TX,4.34
FLIGHT_0826,N301VR,2.65
FLIGHT_0827,N71HC,3.56
FLIGHT_0828,N604CH,3.49
FLIGHT_0829,N604XT,4.39
FLIGHT_0830,N604CH,3.52
FLIGHT_0831,N372MZ,3.28
FLIGHT_0832,N523AR,3.56
FLIGHT_0833,N301VR,3.3
FLIGHT_0834,N579MH,3.99
FLIGHT_0835,N301VR,3.04
FLIGHT_0836,N579MH,4.54
FLIGHT_0837,N604CH,5.37
FLIGHT_0838,N579MH,4.03
FLIGHT_0839,N610TX,3.73
FLIGHT_0840,N523AR,3.64
FLIGHT_0841,N604CH,4.0
FLIGHT_0842,N604XT,5.43
FLIGHT_0843,N610TX,5.04
FLIGHT_0844,N372MZ,4.68
FLIGHT_0845,N99CT,3.86
FLIGHT_0846,N610TX,4.03
FLIGHT_0847,N604XT,3.53
FLIGHT_0848,N301VR,3.33
FLIGHT_0849,N604XT,4.16
FLIGHT_0850,N452M,3.69
FLIGHT_0851,N579MH,3.29
FLIGHT_0852,N71HC,3.8
FLIGHT_0853,N452M,3.58
FLIGHT_0854,N604CH,3.52
FLIGHT_0855,N579MH,3.29
FLIGHT_0856,N99CT,3.51
FLIGHT_0857,N716TM,5.45
FLIGHT_0858,N372MZ,3.75
FLIGHT_0859,N604CH,3.95
FLIGHT_0860,N716TM,5.78
FLIGHT_0861,N71HC,4.06
FLIGHT_0862,N301VR,3.71
FLIGHT_0863,N372MZ,4.11
FLIGHT_0864,N301VR,3.04
FLIGHT_0865,N301VR,2.99
FLIGHT_0866,N301VR,3.46
FLIGHT_0867,N604XT,4.44
FLIGHT_0868,N523AR,3.68
FLIGHT_0869,N716TM,4.85
FLIGHT_0870,N610TX,3.58
FLIGHT_0871,N99CT,4.02
FLIGHT_0872,N71HC,3.35
FLIGHT_0873,N610TX,3.66
FLIGHT_0874,N523AR,3.62
FLIGHT_0875,N579MH,3.21
FLIGHT_0876,N301VR,4.12
FLIGHT_0877,N604CH,3.94
FLIGHT_0878,N523AR,4.61
FLIGHT_0879,N604CH,4.81
FLIGHT_0880,N716TM,3.33
FLIGHT_0881,N523AR,4.83
FLIGHT_0882,N604CH,2.71
FLIGHT_0883,N610TX,3.47
FLIGHT_0884,N301VR,2.73
FLIGHT_0885,N604CH,4.32
FLIGHT_0886,N716TM,2.9
FLIGHT_0887,N579MH,3.61
FLIGHT_0888,N716TM,3.45
FLIGHT_0889,N604XT,3.68
FLIGHT_0890,N71HC,2.99
FLIGHT_0891,N71HC,4.12
FLIGHT_0892,N301VR,3.19
FLIGHT_0893,N99CT,4.36
FLIGHT_0894,N610TX,5.04
FLIGHT_0895,N610TX,5.15
FLIGHT_0896,N604CH,3.72
FLIGHT_0897,N716TM,4.48
FLIGHT_0898,N71HC,3.6
FLIGHT_0899,N372MZ,3.51
FLIGHT_0900,N610TX,4.04
FLIGHT_0901,N523AR,3.62
FLIGHT_0902,N452M,2.53
FLIGHT_0903,N610TX,4.23
FLIGHT_0904,N452M,3.53
FLIGHT_0905,N716TM,3.59
FLIGHT_0906,N301VR,2.9
FLIGHT_0907,N523AR,5.46
FLIGHT_0908,N495DD,4.67
FLIGHT_0909,N99CT,2.53
FLIGHT_0910,N716TM,3.43
FLIGHT_0911,N604CH,3.57
FLIGHT_0912,N523AR,4.68
FLIGHT_0913,N71HC,2.93
FLIGHT_0914,N604XT,4.19
FLIGHT_0915,N604XT,4.41
FLIGHT_0916,N604CH,3.84
FLIGHT_0917,N99CT,2.03
FLIGHT_0918,N604CH,3.91
FLIGHT_0919,N579MH,2.62
FLIGHT_0920,N301VR,3.22
FLIGHT_0921,N604CH,3.43
FLIGHT_0922,N71HC,2.77
FLIGHT_0923,N71HC,3.86
FLIGHT_0924,N523AR,3.48
FLIGHT_0925,N71HC,3.09
FLIGHT_0926,N71HC,3.88
FLIGHT_0927,N604CH,3.39
FLIGHT_0928,N99CT,2.95
FLIGHT_0929,N610TX,3.58
FLIGHT_0930,N579MH,4.11
FLIGHT_0931,N99CT,4.2
FLIGHT_0932,N99CT,2.86
FLIGHT_0933,N579MH,3.19
FLIGHT_0934,N604XT,4.11
FLIGHT_0935,N301VR,3.51
FLIGHT_0936,N716TM,3.74
FLIGHT_0937,N604CH,4.21
FLIGHT_0938,N301VR,2.87
FLIGHT_0939,N452M,2.51
FLIGHT_0940,N604XT,4.73
FLIGHT_0941,N523AR,4.81
FLIGHT_0942,N71HC,3.97
FLIGHT_0943,N301VR,2.25
FLIGHT_0944,N452M,3.32
FLIGHT_0945,N99CT,3.24
FLIGHT_0946,N716TM,5.65
FLIGHT_0947,N579MH,3.65
FLIGHT_0948,N716TM,3.31
FLIGHT_0949,N523AR,4.55
FLIGHT_0950,N604CH,4.62
FLIGHT_0951,N523AR,5.15
FLIGHT_0952,N610TX,4.12
FLIGHT_0953,N452M,3.93
FLIGHT_0954,N71HC,2.1
FLIGHT_0955,N71HC,3.4
FLIGHT_0956,N523AR,4.45
FLIGHT_0957,N604XT,4.2
FLIGHT_0958,N716TM,4.86
FLIGHT_0959,N610TX,3.64
FLIGHT_0960,N604XT,4.05
FLIGHT_0961,N71HC,3.96
FLIGHT_0962,N604XT,4.01
FLIGHT_0963,N71HC,3.42
FLIGHT_0964,N604CH,4.35
FLIGHT_0965,N579MH,3.09
FLIGHT_0966,N301VR,2.75
FLIGHT_0967,N99CT,4.14
FLIGHT_0968,N452M,3.37
FLIGHT_0969,N579MH,4.21
FLIGHT_0970,N610TX,2.59
FLIGHT_0971,N301VR,1.97
FLIGHT_0972,N716TM,4.59
FLIGHT_0973,N99CT,3.31
FLIGHT_0974,N579MH,4.0
FLIGHT_0975,N71HC,4.43
FLIGHT_0976,N99CT,2.69
FLIGHT_0977,N604XT,4.35
FLIGHT_0978,N495DD,5.43
FLIGHT_0979,N716TM,3.5
FLIGHT_0980,N523AR,3.88
FLIGHT_0981,N604CH,2.59
FLIGHT_0982,N99CT,4.64
FLIGHT_0983,N716TM,2.67
FLIGHT_0984,N71HC,3.83
FLIGHT_0985,N604CH,2.89
FLIGHT_0986,N452M,3.06
FLIGHT_0987,N71HC,3.98
FLIGHT_0988,N716TM,3.77
FLIGHT_0989,N452M,4.19
FLIGHT_0990,N610TX,4.67
FLIGHT_0991,N372MZ,3.89
FLIGHT_0992,N610TX,4.34
FLIGHT_0993,N604XT,4.38
FLIGHT_0994,N372MZ,3.84
FLIGHT_0995,N71HC,3.02
FLIGHT_0996,N523AR,5.77
FLIGHT_0997,N99CT,3.8
FLIGHT_0998,N452M,4.11
FLIGHT_0999,N610TX,4.26
FLIGHT_1000,N604XT,3.81
FLIGHT_1001,N71HC,3.91
FLIGHT_1002,N99CT,4.26
FLIGHT_1003,N716TM,3.29
FLIGHT_1004,N716TM,4.73
FLIGHT_1005,N604XT,4.37
FLIGHT_1006,N610TX,3.42
FLIGHT_1007,N301VR,2.76
FLIGHT_1008,N301VR,3.97
FLIGHT_1009,N579MH,3.9
FLIGHT_1010,N716TM,4.16
FLIGHT_1011,N452M,4.11
FLIGHT_1012,N71HC,3.31
FLIGHT_1013,N716TM,3.8
FLIGHT_1014,N716TM,4.42
FLIGHT_1015,N99CT,3.36
FLIGHT_1016,N579MH,2.59
FLIGHT_1017,N99CT,3.02
FLIGHT_1018,N523AR,3.37
FLIGHT_1019,N523AR,3.08
FLIGHT_1020,N301VR,3.64
FLIGHT_1021,N301VR,3.01
FLIGHT_1022,N495DD,5.1
FLIGHT_1023,N372MZ,2.56
FLIGHT_1024,N610TX,3.56
FLIGHT_1025,N99CT,3.03
FLIGHT_1026,N301VR,2.49
FLIGHT_1027,N301VR,3.38
FLIGHT_1028,N523AR,3.2
FLIGHT_1029,N604XT,4.49
FLIGHT_1030,N452M,4.23
FLIGHT_1031,N372MZ,3.94
FLIGHT_1032,N99CT,3.61
FLIGHT_1033,N523AR,5.09
FLIGHT_1034,N610TX,3.74
FLIGHT_1035,N71HC,2.91
FLIGHT_1036,N523AR,3.86
FLIGHT_1037,N610TX,3.37
FLIGHT_1038,N372MZ,3.07
FLIGHT_1039,N604CH,4.27
FLIGHT_1040,N716TM,4.72
FLIGHT_1041,N523AR,3.07
FLIGHT_1042,N301VR,2.91
FLIGHT_1043,N604XT,3.5
FLIGHT_1044,N301VR,3.56
FLIGHT_1045,N452M,4.46
FLIGHT_1046,N604CH,4.05
FLIGHT_1047,N495DD,3.8
FLIGHT_1048,N99CT,3.2
FLIGHT_1049,N301VR,2.59
FLIGHT_1050,N604CH,2.89
FLIGHT_1051,N579MH,4.31
FLIGHT_1052,N372MZ,4.71
FLIGHT_1053,N716TM,3.79
FLIGHT_1054,N523AR,4.36
FLIGHT_1055,N604CH,4.23
FLIGHT_1056,N523AR,3.07
FLIGHT_1057,N579MH,3.07
FLIGHT_1058,N604CH,5.07
FLIGHT_1059,N716TM,3.6
FLIGHT_1060,N301VR,3.18
FLIGHT_1061,N495DD,3.87
FLIGHT_1062,N301VR,2.25
FLIGHT_1063,N604CH,3.81
FLIGHT_1064,N372MZ,3.74
FLIGHT_1065,N452M,3.88
FLIGHT_1066,N604XT,4.26
FLIGHT_1067,N301VR,3.12
FLIGHT_1068,N716TM,3.94
FLIGHT_1069,N604CH,3.43
FLIGHT_1070,N99CT,2.83
FLIGHT_1071,N372MZ,3.21
FLIGHT_1072,N604CH,3.12
FLIGHT_1073,N71HC,3.7
FLIGHT_1074,N71HC,3.55
FLIGHT_1075,N579MH,3.78
FLIGHT_1076,N452M,5.04
FLIGHT_1077,N716TM,3.63
FLIGHT_1078,N610TX,4.49
FLIGHT_1079,N579MH,3.59
FLIGHT_1080,N610TX,3.86
FLIGHT_1081,N301VR,3.76
FLIGHT_1082,N99CT,3.11
FLIGHT_1083,N452M,3.06
FLIGHT_1084,N452M,3.18
FLIGHT_1085,N523AR,2.73
FLIGHT_1086,N372MZ,4.15
FLIGHT_1087,N452M,4.14
FLIGHT_1088,N301VR,4.27
FLIGHT_1089,N579MH,4.03
FLIGHT_1090,N452M,4.19
FLIGHT_1091,N71HC,3.33
FLIGHT_1092,N716TM,4.67
FLIGHT_1093,N604CH,4.47
FLIGHT_1094,N71HC,3.49
FLIGHT_1095,N301VR,3.09
FLIGHT_1096,N610TX,3.62
FLIGHT_1097,N579MH,4.26
FLIGHT_1098,N604CH,3.44
FLIGHT_1099,N452M,4.34
FLIGHT_1100,N301VR,4.46
FLIGHT_1101,N99CT,3.89
FLIGHT_1102,N716TM,4.88
FLIGHT_1103,N71HC,3.58
FLIGHT_1104,N604XT,3.74
FLIGHT_1105,N604XT,3.67
FLIGHT_1106,N523AR,3.66
FLIGHT_1107,N99CT,3.69
FLIGHT_1108,N71HC,3.17
FLIGHT_1109,N579MH,3.74
FLIGHT_1110,N523AR,4.63
FLIGHT_1111,N99CT,2.91
FLIGHT_1112,N604XT,3.95
FLIGHT_1113,N301VR,3.56
FLIGHT_1114,N71HC,3.22
FLIGHT_1115,N372MZ,3.63
FLIGHT_1116,N301VR,2.8
FLIGHT_1117,N579MH,3.64
FLIGHT_1118,N71HC,4.31
FLIGHT_1119,N301VR,3.13
FLIGHT_1120,N99CT,2.73
FLIGHT_1121,N610TX,4.39
FLIGHT_1122,N495DD,4.72
FLIGHT_1123,N610TX,3.9
FLIGHT_1124,N495DD,3.33
FLIGHT_1125,N579MH,2.99
FLIGHT_1126,N71HC,2.52
FLIGHT_1127,N716TM,4.65
FLIGHT_1128,N716TM,5.09
FLIGHT_1129,N71HC,3.64
FLIGHT_1130,N523AR,5.79
FLIGHT_1131,N99CT,3.13
FLIGHT_1132,N716TM,4.08
FLIGHT_1133,N716TM,4.41
FLIGHT_1134,N523AR,4.15
FLIGHT_1135,N604XT,4.7
FLIGHT_1136,N452M,3.33
FLIGHT_1137,N716TM,3.27
FLIGHT_1138,N99CT,2.38
FLIGHT_1139,N71HC,3.65
FLIGHT_1140,N452M,3.41
FLIGHT_1141,N301VR,2.72
FLIGHT_1142,N372MZ,3.35
FLIGHT_1143,N523AR,5.79
FLIGHT_1144,N99CT,2.75
FLIGHT_1145,N71HC,3.8
FLIGHT_1146,N716TM,4.64
FLIGHT_1147,N452M,4.64
FLIGHT_1148,N523AR,4.23
FLIGHT_1149,N579MH,2.73
FLIGHT_1150,N579MH,4.41
FLIGHT_1151,N604XT,4.13
FLIGHT_1152,N523AR,5.28
FLIGHT_1153,N301VR,3.84
FLIGHT_1154,N71HC,3.95
FLIGHT_1155,N99CT,4.72
FLIGHT_1156,N372MZ,3.95
FLIGHT_1157,N301VR,4.2
FLIGHT_1158,N579MH,3.49
FLIGHT_1159,N99CT,3.68
FLIGHT_1160,N610TX,3.43
FLIGHT_1161,N71HC,3.65
FLIGHT_1162,N71HC,3.59
FLIGHT_1163,N610TX,2.4
FLIGHT_1164,N523AR,3.86
FLIGHT_1165,N610TX,3.91
FLIGHT_1166,N301VR,2.11
FLIGHT_1167,N716TM,4.25
FLIGHT_1168,N604XT,5.08
FLIGHT_1169,N452M,4.61
FLIGHT_1170,N716TM,3.73
FLIGHT_1171,N610TX,4.66
FLIGHT_1172,N579MH,4.56
FLIGHT_1173,N604CH,2.35
FLIGHT_1174,N71HC,3.45
FLIGHT_1175,N99CT,3.51
FLIGHT_1176,N610TX,4.75
FLIGHT_1177,N610TX,3.95
FLIGHT_1178,N523AR,5.36
FLIGHT_1179,N301VR,2.94
FLIGHT_1180,N99CT,2.48
FLIGHT_1181,N579MH,3.33
FLIGHT_1182,N301VR,4.27
FLIGHT_1183,N71HC,3.91
FLIGHT_1184,N716TM,6.07
FLIGHT_1185,N372MZ,2.81
FLIGHT_1186,N301VR,3.96
FLIGHT_1187,N523AR,4.88
FLIGHT_1188,N579MH,3.57
FLIGHT_1189,N604XT,4.9
FLIGHT_1190,N71HC,3.46
FLIGHT_1191,N716TM,4.67
FLIGHT_1192,N372MZ,4.21
FLIGHT_1193,N452M,4.41
FLIGHT_1194,N372MZ,3.81
FLIGHT_1195,N610TX,4.92
FLIGHT_1196,N372MZ,3.62
FLIGHT_1197,N604CH,5.0
FLIGHT_1198,N99CT,2.74
FLIGHT_1199,N523AR,3.58
FLIGHT_1200,N523AR,3.63
FLIGHT_1201,N716TM,5.04
FLIGHT_1202,N495DD,3.72
FLIGHT_1203,N716TM,5.44
FLIGHT_1204,N372MZ,3.41
FLIGHT_1205,N523AR,4.62
FLIGHT_1206,N523AR,4.8
FLIGHT_1207,N610TX,3.09
FLIGHT_1208,N71HC,2.6
FLIGHT_1209,N71HC,3.54
FLIGHT_1210,N71HC,3.22
FLIGHT_1211,N452M,4.09
FLIGHT_1212,N523AR,3.31
FLIGHT_1213,N579MH,3.52
FLIGHT_1214,N99CT,3.28
FLIGHT_1215,N579MH,2.15
FLIGHT_1216,N716TM,5.07
FLIGHT_1217,N372MZ,3.26
FLIGHT_1218,N452M,4.74
FLIGHT_1219,N372MZ,3.31
FLIGHT_1220,N372MZ,3.42
FLIGHT_1221,N531P,3.39
FLIGHT_1222,N372MZ,4.51
FLIGHT_1223,N523AR,4.66
FLIGHT_1224,N604XT,5.37
FLIGHT_1225,N716TM,4.16
FLIGHT_1226,N301VR,3.35
FLIGHT_1227,N71HC,2.43
FLIGHT_1228,N523AR,3.85
FLIGHT_1229,N716TM,4.45
FLIGHT_1230,N372MZ,4.01
FLIGHT_1231,N301VR,4.41
FLIGHT_1232,N716TM,2.93
FLIGHT_1233,N604CH,3.91
FLIGHT_1234,N523AR,4.04
FLIGHT_1235,N372MZ,3.8
FLIGHT_1236,N579MH,3.82
FLIGHT_1237,N610TX,3.64
FLIGHT_1238,N579MH,3.02
FLIGHT_1239,N301VR,2.64
FLIGHT_1240,N71HC,3.23
FLIGHT_1241,N99CT,2.58
FLIGHT_1242,N610TX,3.68
FLIGHT_1243,N301VR,3.24
FLIGHT_1244,N71HC,2.0
FLIGHT_1245,N716TM,5.78
FLIGHT_1246,N452M,3.8
FLIGHT_1247,N716TM,2.49
FLIGHT_1248,N610TX,3.92
FLIGHT_1249,N301VR,3.27
FLIGHT_1250,N99CT,2.64
FLIGHT_1251,N716TM,4.56
FLIGHT_1252,N604CH,3.14
FLIGHT_1253,N452M,3.89
FLIGHT_1254,N301VR,2.99
FLIGHT_1255,N301VR,2.87
FLIGHT_1256,N604CH,3.75
FLIGHT_1257,N99CT,2.47
FLIGHT_1258,N99CT,3.33
FLIGHT_1259,N301VR,3.75
FLIGHT_1260,N301VR,4.1
FLIGHT_1261,N716TM,5.14
FLIGHT_1262,N301VR,4.14
FLIGHT_1263,N71HC,3.13
FLIGHT_1264,N452M,3.08
FLIGHT_1265,N71HC,3.84
FLIGHT_1266,N372MZ,3.42
FLIGHT_1267,N301VR,3.38
FLIGHT_1268,N604XT,4.88
FLIGHT_1269,N716TM,5.84
FLIGHT_1270,N604CH,4.11
FLIGHT_1271,N99CT,3.49
FLIGHT_1272,N452M,3.02
FLIGHT_1273,N716TM,5.2
FLIGHT_1274,N71HC,3.62
FLIGHT_1275,N610TX,3.53
FLIGHT_1276,N579MH,3.46
FLIGHT_1277,N71HC,3.16
FLIGHT_1278,N610TX,3.79
FLIGHT_1279,N71HC,2.56
FLIGHT_1280,N301VR,4.07
FLIGHT_1281,N610TX,4.43
FLIGHT_1282,N716TM,4.2
FLIGHT_1283,N452M,3.49
FLIGHT_1284,N99CT,3.37
FLIGHT_1285,N372MZ,3.85
FLIGHT_1286,N495DD,4.1
FLIGHT_1287,N610TX,4.42
FLIGHT_1288,N579MH,2.82
FLIGHT_1289,N301VR,2.98
FLIGHT_1290,N579MH,4.26
FLIGHT_1291,N99CT,3.56
FLIGHT_1292,N604CH,3.31
FLIGHT_1293,N452M,4.02
FLIGHT_1294,N523AR,3.73
FLIGHT_1295,N604CH,3.55
FLIGHT_1296,N99CT,3.97
FLIGHT_1297,N523AR,5.03
FLIGHT_1298,N71HC,3.54
FLIGHT_1299,N604XT,3.53
FLIGHT_1300,N301VR,3.17
FLIGHT_1301,N604CH,3.82
FLIGHT_1302,N301VR,4.2
FLIGHT_1303,N604XT,2.98
FLIGHT_1304,N301VR,2.89
FLIGHT_1305,N452M,4.5
FLIGHT_1306,N99CT,4.15
FLIGHT_1307,N531P,4.26
FLIGHT_1308,N716TM,5.48
FLIGHT_1309,N372MZ,3.28
FLIGHT_1310,N71HC,2.53
FLIGHT_1311,N372MZ,4.27
FLIGHT_1312,N716TM,5.3
FLIGHT_1313,N604CH,4.59
FLIGHT_1314,N301VR,2.89
FLIGHT_1315,N716TM,4.47
FLIGHT_1316,N523AR,4.95
FLIGHT_1317,N301VR,3.55
FLIGHT_1318,N99CT,4.2
FLIGHT_1319,N610TX,3.49
FLIGHT_1320,N610TX,3.71
FLIGHT_1321,N372MZ,3.92
FLIGHT_1322,N716TM,4.95
FLIGHT_1323,N716TM,4.17
FLIGHT_1324,N604XT,5.02
FLIGHT_1325,N99CT,4.28
FLIGHT_1326,N610TX,3.42
FLIGHT_1327,N716TM,4.2
FLIGHT_1328,N610TX,4.4
FLIGHT_1329,N523AR,5.77
FLIGHT_1330,N604CH,4.18
FLIGHT_1331,N301VR,2.94
FLIGHT_1332,N452M,3.89
FLIGHT_1333,N716TM,5.04
FLIGHT_1334,N604XT,3.71
FLIGHT_1335,N604CH,3.05
FLIGHT_1336,N99CT,3.18
FLIGHT_1337,N523AR,4.82
FLIGHT_1338,N523AR,3.29
FLIGHT_1339,N716TM,3.8
FLIGHT_1340,N523AR,4.53
FLIGHT_1341,N71HC,3.99
FLIGHT_1342,N71HC,3.54
FLIGHT_1343,N604XT,4.6
FLIGHT_1344,N604XT,5.07
FLIGHT_1345,N716TM,5.52
FLIGHT_1346,N452M,4.73
FLIGHT_1347,N452M,2.41
FLIGHT_1348,N523AR,4.4
FLIGHT_1349,N523AR,5.01
FLIGHT_1350,N71HC,4.34
FLIGHT_1351,N372MZ,4.18
FLIGHT_1352,N372MZ,3.19
FLIGHT_1353,N99CT,2.97
FLIGHT_1354,N372MZ,3.3
FLIGHT_1355,N716TM,4.56
FLIGHT_1356,N301VR,3.11
FLIGHT_1357,N372MZ,1.76
FLIGHT_1358,N604XT,3.44
FLIGHT_1359,N71HC,3.13
FLIGHT_1360,N495DD,3.3
FLIGHT_1361,N610TX,2.96
FLIGHT_1362,N579MH,5.11
FLIGHT_1363,N604XT,4.31
FLIGHT_1364,N301VR,3.17
FLIGHT_1365,N99CT,3.76
FLIGHT_1366,N716TM,5.19
FLIGHT_1367,N495DD,6.0
FLIGHT_1368,N604CH,4.88
FLIGHT_1369,N71HC,3.63
FLIGHT_1370,N71HC,2.52
FLIGHT_1371,N716TM,3.57
FLIGHT_1372,N716TM,4.02
FLIGHT_1373,N610TX,4.09
FLIGHT_1374,N604XT,4.4
FLIGHT_1375,N99CT,2.56
FLIGHT_1376,N372MZ,2.67
FLIGHT_1377,N372MZ,3.93
FLIGHT_1378,N604XT,4.42
FLIGHT_1379,N99CT,3.26
FLIGHT_1380,N71HC,3.65
FLIGHT_1381,N301VR,4.09
FLIGHT_1382,N604CH,3.96
FLIGHT_1383,N604XT,3.62
FLIGHT_1384,N523AR,5.76
FLIGHT_1385,N71HC,3.28
FLIGHT_1386,N99CT,3.41
FLIGHT_1387,N301VR,3.02
FLIGHT_1388,N610TX,3.05
FLIGHT_1389,N99CT,2.82
FLIGHT_1390,N301VR,2.7
FLIGHT_1391,N610TX,1.78
FLIGHT_1392,N579MH,3.65
FLIGHT_1393,N604CH,4.48
FLIGHT_1394,N301VR,2.83
FLIGHT_1395,N579MH,5.44
FLIGHT_1396,N71HC,4.16
FLIGHT_1397,N604CH,3.75
FLIGHT_1398,N301VR,2.75
FLIGHT_1399,N71HC,2.48
FLIGHT_1400,N604CH,3.68
FLIGHT_1401,N495DD,4.37
FLIGHT_1402,N579MH,3.63
FLIGHT_1403,N301VR,3.98
FLIGHT_1404,N99CT,4.23
FLIGHT_1405,N372MZ,4.07
FLIGHT_1406,N372MZ,4.11
FLIGHT_1407,N610TX,3.55
FLIGHT_1408,N372MZ,3.76
FLIGHT_1409,N523AR,4.63
FLIGHT_1410,N452M,3.55
FLIGHT_1411,N301VR,3.76
FLIGHT_1412,N523AR,3.53
FLIGHT_1413,N716TM,3.77
FLIGHT_1414,N301VR,2.79
FLIGHT_1415,N604CH,3.32
FLIGHT_1416,N531P,4.11
FLIGHT_1417,N579MH,4.43
FLIGHT_1418,N71HC,3.4
FLIGHT_1419,N523AR,3.35
FLIGHT_1420,N99CT,2.59
FLIGHT_1421,N372MZ,3.49
FLIGHT_1422,N523AR,4.95
FLIGHT_1423,N604CH,4.68
FLIGHT_1424,N99CT,2.49
FLIGHT_1425,N99CT,3.59
FLIGHT_1426,N604XT,4.02
FLIGHT_1427,N452M,3.54
FLIGHT_1428,N523AR,3.52
FLIGHT_1429,N372MZ,3.62
FLIGHT_1430,N610TX,3.02
FLIGHT_1431,N610TX,3.58
FLIGHT_1432,N604CH,4.51
FLIGHT_1433,N372MZ,4.17
FLIGHT_1434,N716TM,5.76
FLIGHT_1435,N452M,4.11
FLIGHT_1436,N71HC,3.48
FLIGHT_1437,N610TX,4.12
FLIGHT_1438,N301VR,2.94
FLIGHT_1439,N523AR,2.75
FLIGHT_1440,N579MH,4.28
FLIGHT_1441,N71HC,2.37
FLIGHT_1442,N99CT,4.01
FLIGHT_1443,N579MH,4.26
FLIGHT_1444,N604CH,3.2
FLIGHT_1445,N604XT,3.99
FLIGHT_1446,N716TM,4.31
FLIGHT_1447,N372MZ,3.15
FLIGHT_1448,N716TM,4.73
FLIGHT_1449,N99CT,3.74
FLIGHT_1450,N372MZ,2.81
FLIGHT_1451,N452M,3.21
FLIGHT_1452,N523AR,4.29
FLIGHT_1453,N495DD,5.18
FLIGHT_1454,N716TM,4.81
FLIGHT_1455,N523AR,2.57
FLIGHT_1456,N99CT,3.21
FLIGHT_1457,N610TX,4.07
FLIGHT_1458,N604CH,3.23
FLIGHT_1459,N604XT,3.66
FLIGHT_1460,N495DD,3.76
FLIGHT_1461,N604CH,3.55
FLIGHT_1462,N523AR,3.59
FLIGHT_1463,N716TM,4.82
FLIGHT_1464,N99CT,2.89
FLIGHT_1465,N604XT,3.54
FLIGHT_1466,N610TX,3.49
FLIGHT_1467,N99CT,4.22
FLIGHT_1468,N99CT,3.68
FLIGHT_1469,N523AR,4.76
FLIGHT_1470,N604CH,3.95
FLIGHT_1471,N716TM,3.61
