trip_id,aircraft,trip_type,trip_start_month,price
TRIP_0451,N604CH,Charter flight,2025-04-01,40255.54
TRIP_0452,N579MH,Charter flight,2025-08-01,26254.67
TRIP_0453,N523AR,Charter flight,2025-03-01,32291.19
TRIP_0454,N452M,Charter flight,2026-01-01,23624.46
TRIP_0455,N301VR,Charter flight,2025-09-01,22630.54
TRIP_0456,N523AR,Charter flight,2026-01-01,32442.86
TRIP_0457,N301VR,Charter flight,2025-02-01,22475.04
TRIP_0458,N523AR,Owner flight,2025-02-01,34037.72
TRIP_0459,N301VR,Charter flight,2025-12-01,21021.2
TRIP_0460,N301VR,Charter flight,2026-01-01,21999.13
TRIP_0461,N301VR,Charter flight,2025-12-01,23921.24
TRIP_0462,N604XT,Charter flight,2025-07-01,32416.02
TRIP_0463,N604CH,Owner flight,2025-12-01,36459.85
TRIP_0464,N579MH,Charter flight,2025-10-01,31055.04
TRIP_0465,N610TX,Charter flight,2025-04-01,20059.88
TRIP_0466,N71HC,Charter flight,2025-10-01,20991.39
TRIP_0467,N716TM,Charter flight,2025-08-01,43056.92
TRIP_0468,N452M,Charter flight,2025-09-01,22093.69
TRIP_0469,N99CT,Charter flight,2025-07-01,16815.05
TRIP_0470,N610TX,Owner flight,2025-05-01,18511.31
TRIP_0471,N301VR,Charter flight,2025-08-01,22223.95
TRIP_0472,N610TX,Charter flight,2025-04-01,21557.51
TRIP_0473,N301VR,Owner flight,2025-02-01,20906.45
TRIP_0474,N452M,Charter flight,2025-11-01,25903.06
TRIP_0475,N495DD,Charter flight,2025-12-01,32530.05
TRIP_0476,N610TX,Charter flight,2025-06-01,20313.97
TRIP_0477,N301VR,Charter flight,2025-09-01,15592.22
TRIP_0478,N579MH,Charter flight,2025-01-01,28062.31
TRIP_0479,N610TX,Charter flight,2025-11-01,18502.87
TRIP_0480,N495DD,Charter flight,2025-10-01,39228.55
TRIP_0481,N579MH,Charter flight,2025-12-01,27332.11
TRIP_0482,N372MZ,Charter flight,2025-07-01,44396.4
TRIP_0483,N523AR,Owner flight,2025-10-01,37597.1
TRIP_0484,N579MH,Owner flight,2025-09-01,22753.7
TRIP_0485,N579MH,Owner flight,2025-10-01,25587.68
TRIP_0486,N452M,Charter flight,2025-09-01,18601.87
TRIP_0487,N301VR,Charter flight,2025-10-01,21297.9
TRIP_0488,N716TM,Charter flight,2025-11-01,34196.39
TRIP_0489,N610TX,Charter flight,2026-01-01,20324.15
TRIP_0490,N452M,Charter flight,2025-03-01,18254.08
TRIP_0491,N523AR,Charter flight,2025-11-01,36201.78
TRIP_0492,N579MH,Charter flight,2026-01-01,26884.81
TRIP_0493,N716TM,Owner flight,2025-05-01,28391.61
TRIP_0494,N99CT,Charter flight,2025-08-01,18778.52
TRIP_0495,N523AR,Charter flight,2025-08-01,35672.19
TRIP_0496,N71HC,Charter flight,2025-04-01,14631.71
TRIP_0497,N579MH,Owner flight,2025-12-01,30090.93
TRIP_0498,N301VR,Charter flight,2025-11-01,18722.22
TRIP_0499,N610TX,Owner flight,2025-11-01,18154.78
TRIP_0500,N610TX,Owner flight,2025-01-01,19981.64
TRIP_0501,N372MZ,Charter flight,2025-01-01,35549.49
TRIP_0502,N495DD,Charter flight,2025-04-01,31974.11
TRIP_0503,N716TM,Charter flight,2025-06-01,38921.65
TRIP_0504,N452M,Charter flight,2025-08-01,21499.27
TRIP_0505,N604XT,Charter flight,2025-06-01,31651.03
TRIP_0506,N99CT,Charter flight,2025-12-01,19193.99
TRIP_0507,N452M,Owner flight,2025-09-01,16708.08
TRIP_0508,N452M,Owner flight,2025-09-01,17366.65
TRIP_0509,N610TX,Charter flight,2026-02-01,21469.0
TRIP_0510,N372MZ,Charter flight,2025-02-01,31692.54
TRIP_0511,N579MH,Charter flight,2025-10-01,30315.0
TRIP_0512,N71HC,Charter flight,2025-01-01,20677.31
TRIP_0513,N610TX,Charter flight,2025-02-01,17117.94
TRIP_0514,N452M,Charter flight,2025-05-01,17641.63
TRIP_0515,N301VR,Charter flight,2025-04-01,23132.42
TRIP_0516,N301VR,Charter flight,2025-04-01,20308.72
TRIP_0517,N71HC,Owner flight,2025-09-01,22979.99
TRIP_0518,N604CH,Charter flight,2025-11-01,33534.05
TRIP_0519,N610TX,Charter flight,2025-08-01,19099.42
TRIP_0520,N99CT,Charter flight,2025-06-01,23298.62
TRIP_0521,N579MH,Charter flight,2025-01-01,20994.98
TRIP_0522,N71HC,Charter flight,2025-02-01,21722.64
TRIP_0523,N610TX,Charter flight,2025-06-01,19970.54
TRIP_0524,N452M,Charter flight,2025-11-01,22696.81
TRIP_0525,N452M,Charter flight,2025-02-01,25046.21
TRIP_0526,N523AR,Charter flight,2026-01-01,33431.29
TRIP_0527,N71HC,Charter flight,2025-10-01,19132.14
TRIP_0528,N716TM,Charter flight,2025-05-01,37663.23
TRIP_0529,N301VR,Owner flight,2026-02-01,17794.99
TRIP_0530,N452M,Charter flight,2025-05-01,24541.16
TRIP_0531,N452M,Owner flight,2025-06-01,24115.06
TRIP_0532,N610TX,Charter flight,2025-06-01,18002.2
TRIP_0533,N610TX,Owner flight,2026-02-01,16542.19
TRIP_0534,N579MH,Charter flight,2025-06-01,19937.98
TRIP_0535,N604CH,Charter flight,2026-02-01,30418.52
TRIP_0536,N610TX,Charter flight,2025-02-01,22504.4
TRIP_0537,N452M,Charter flight,2026-02-01,24372.93
TRIP_0538,N716TM,Charter flight,2025-10-01,38160.5
TRIP_0539,N523AR,Charter flight,2026-02-01,34055.23
TRIP_0540,N301VR,Charter flight,2026-01-01,21356.25
TRIP_0541,N610TX,Charter flight,2026-02-01,18325.55
TRIP_0542,N579MH,Charter flight,2025-03-01,27840.23
TRIP_0543,N99CT,Charter flight,2026-02-01,21580.07
TRIP_0544,N604XT,Charter flight,2025-06-01,38092.79
TRIP_0545,N579MH,Charter flight,2026-01-01,21453.63
TRIP_0546,N71HC,Charter flight,2025-08-01,20078.51
TRIP_0547,N301VR,Owner flight,2025-12-01,22312.68
TRIP_0548,N604XT,Charter flight,2026-01-01,40774.05
TRIP_0549,N495DD,Charter flight,2025-11-01,32567.6
TRIP_0550,N604CH,Owner flight,2025-12-01,38121.81
TRIP_0551,N495DD,Charter flight,2025-01-01,32151.71
TRIP_0552,N452M,Charter flight,2025-01-01,25792.98
TRIP_0553,N579MH,Charter flight,2025-11-01,22548.11
TRIP_0554,N579MH,Charter flight,2026-01-01,26252.27
TRIP_0555,N452M,Charter flight,2025-02-01,20914.02
TRIP_0556,N71HC,Charter flight,2025-11-01,27013.26
TRIP_0557,N301VR,Charter flight,2025-12-01,21074.75
TRIP_0558,N301VR,Charter flight,2025-12-01,19212.36
TRIP_0559,N604CH,Charter flight,2025-06-01,37558.03
TRIP_0560,N579MH,Charter flight,2025-09-01,26160.34
TRIP_0561,N372MZ,Charter flight,2025-04-01,34370.12
TRIP_0562,N99CT,Charter flight,2025-03-01,17763.09
TRIP_0563,N301VR,Charter flight,2025-12-01,19180.0
TRIP_0564,N301VR,Charter flight,2025-08-01,22703.75
TRIP_0565,N71HC,Owner flight,2025-11-01,16131.38
TRIP_0566,N579MH,Owner flight,2025-10-01,23131.84
TRIP_0567,N71HC,Charter flight,2026-02-01,22987.16
TRIP_0568,N523AR,Charter flight,2025-09-01,34626.02
TRIP_0569,N452M,Charter flight,2025-12-01,25934.28
TRIP_0570,N71HC,Charter flight,2025-11-01,16138.37
TRIP_0571,N495DD,Charter flight,2025-05-01,31154.53
TRIP_0572,N604CH,Charter flight,2025-09-01,25741.46
TRIP_0573,N71HC,Charter flight,2025-02-01,25484.23
TRIP_0574,N579MH,Charter flight,2025-03-01,20692.54
TRIP_0575,N452M,Owner flight,2025-07-01,15532.7
TRIP_0576,N610TX,Charter flight,2025-07-01,18970.2
TRIP_0577,N99CT,Charter flight,2025-06-01,17017.98
TRIP_0578,N610TX,Charter flight,2025-06-01,18988.04
TRIP_0579,N523AR,Charter flight,2025-02-01,35164.92
TRIP_0580,N716TM,Charter flight,2025-10-01,38219.68
TRIP_0581,N523AR,Charter flight,2025-06-01,34301.32
TRIP_0582,N610TX,Charter flight,2025-04-01,20563.23
TRIP_0583,N523AR,Charter flight,2025-12-01,32673.62
TRIP_0584,N71HC,Charter flight,2025-03-01,16720.75
TRIP_0585,N604XT,Charter flight,2026-01-01,27613.84
TRIP_0586,N716TM,Charter flight,2025-11-01,33542.06
TRIP_0587,N301VR,Owner flight,2026-01-01,20711.6
TRIP_0588,N301VR,Charter flight,2025-02-01,19403.46
TRIP_0589,N301VR,Charter flight,2025-01-01,15976.68
TRIP_0590,N99CT,Charter flight,2025-11-01,21003.5
TRIP_0591,N301VR,Charter flight,2025-11-01,24573.26
TRIP_0592,N604XT,Charter flight,2025-05-01,34541.41
TRIP_0593,N99CT,Charter flight,2025-02-01,19051.17
TRIP_0594,N71HC,Charter flight,2025-02-01,20348.76
TRIP_0595,N452M,Owner flight,2025-07-01,17739.05
TRIP_0596,N523AR,Charter flight,2025-08-01,30324.4
TRIP_0597,N604XT,Charter flight,2026-01-01,36805.66
TRIP_0598,N99CT,Charter flight,2025-10-01,22975.8
TRIP_0599,N99CT,Charter flight,2025-08-01,20132.25
TRIP_0600,N301VR,Charter flight,2026-02-01,15565.59
TRIP_0601,N99CT,Charter flight,2025-04-01,21383.37
TRIP_0602,N716TM,Charter flight,2026-02-01,43269.53
TRIP_0603,N99CT,Charter flight,2025-01-01,19890.25
TRIP_0604,N301VR,Charter flight,2025-11-01,20055.39
TRIP_0605,N301VR,Charter flight,2025-07-01,18318.42
TRIP_0606,N523AR,Charter flight,2025-01-01,36925.42
TRIP_0607,N99CT,Charter flight,2025-11-01,18822.54
TRIP_0608,N71HC,Owner flight,2025-04-01,23053.75
TRIP_0609,N531P,Charter flight,2025-08-01,21698.47
TRIP_0610,N372MZ,Charter flight,2025-02-01,36367.17
TRIP_0611,N301VR,Charter flight,2025-06-01,20384.14
TRIP_0612,N604CH,Charter flight,2026-01-01,41220.45
TRIP_0613,N579MH,Charter flight,2025-06-01,25433.18
TRIP_0614,N301VR,Owner flight,2025-12-01,23967.52
TRIP_0615,N452M,Charter flight,2025-09-01,20771.56
TRIP_0616,N610TX,Charter flight,2025-05-01,20073.15
TRIP_0617,N301VR,Charter flight,2025-10-01,20404.52
TRIP_0618,N716TM,Charter flight,2025-04-01,31914.36
TRIP_0619,N604CH,Charter flight,2025-05-01,37126.68
TRIP_0620,N604CH,Charter flight,2025-12-01,32238.57
TRIP_0621,N99CT,Charter flight,2025-12-01,20781.16
TRIP_0622,N99CT,Charter flight,2025-10-01,22638.0
TRIP_0623,N71HC,Charter flight,2025-11-01,24458.87
TRIP_0624,N523AR,Charter flight,2025-05-01,35651.44
TRIP_0625,N579MH,Charter flight,2025-08-01,27014.22
TRIP_0626,N71HC,Charter flight,2025-10-01,22354.72
TRIP_0627,N523AR,Charter flight,2025-12-01,33470.49
TRIP_0628,N604CH,Charter flight,2025-08-01,43431.21
TRIP_0629,N301VR,Charter flight,2025-02-01,19059.39
TRIP_0630,N716TM,Charter flight,2025-07-01,35363.98
TRIP_0631,N372MZ,Charter flight,2025-08-01,40816.48
TRIP_0632,N452M,Charter flight,2025-11-01,24073.65
TRIP_0633,N495DD,Charter flight,2025-06-01,35057.28
TRIP_0634,N495DD,Charter flight,2025-05-01,38961.67
TRIP_0635,N301VR,Charter flight,2025-11-01,19940.07
TRIP_0636,N523AR,Charter flight,2025-09-01,33045.28
TRIP_0637,N495DD,Charter flight,2026-01-01,30148.84
TRIP_0638,N716TM,Charter flight,2025-03-01,37895.53
TRIP_0639,N716TM,Charter flight,2025-12-01,38316.88
TRIP_0640,N71HC,Charter flight,2026-01-01,19080.28
TRIP_0641,N301VR,Charter flight,2026-01-01,21170.25
TRIP_0642,N71HC,Charter flight,2025-10-01,27127.47
TRIP_0643,N99CT,Charter flight,2025-04-01,23366.71
TRIP_0644,N71HC,Charter flight,2025-09-01,18246.29
TRIP_0645,N301VR,Charter flight,2025-06-01,23003.91
TRIP_0646,N452M,Charter flight,2025-08-01,18257.85
TRIP_0647,N579MH,Owner flight,2025-07-01,13866.74
TRIP_0648,N604XT,Charter flight,2025-11-01,34918.35
TRIP_0649,N604CH,Charter flight,2025-02-01,41252.81
TRIP_0650,N523AR,Charter flight,2025-03-01,40589.79
TRIP_0651,N301VR,Charter flight,2025-01-01,21443.09
TRIP_0652,N495DD,Charter flight,2025-09-01,32833.08
TRIP_0653,N579MH,Charter flight,2026-01-01,25702.57
TRIP_0654,N604CH,Charter flight,2025-07-01,33923.36
TRIP_0655,N523AR,Charter flight,2025-01-01,32945.38
TRIP_0656,N301VR,Charter flight,2025-03-01,23155.01
TRIP_0657,N716TM,Owner flight,2025-04-01,32895.86
TRIP_0658,N71HC,Charter flight,2025-04-01,23318.09
TRIP_0659,N604XT,Charter flight,2025-05-01,32631.26
TRIP_0660,N579MH,Charter flight,2026-02-01,31204.72
TRIP_0661,N71HC,Charter flight,2025-03-01,16398.41
TRIP_0662,N610TX,Charter flight,2025-03-01,18108.08
TRIP_0663,N579MH,Charter flight,2025-01-01,23456.21
TRIP_0664,N716TM,Charter flight,2025-07-01,27063.82
TRIP_0665,N301VR,Charter flight,2025-11-01,14072.53
TRIP_0666,N99CT,Owner flight,2025-10-01,15561.48
TRIP_0667,N716TM,Charter flight,2026-02-01,33831.64
TRIP_0668,N99CT,Charter flight,2025-01-01,19833.22
TRIP_0669,N99CT,Charter flight,2025-02-01,21332.5
TRIP_0670,N716TM,Charter flight,2026-01-01,34211.99
TRIP_0671,N99CT,Charter flight,2025-04-01,21248.79
TRIP_0672,N452M,Charter flight,2026-01-01,19374.46
TRIP_0673,N301VR,Charter flight,2025-04-01,22287.04
TRIP_0674,N495DD,Charter flight,2025-05-01,37377.24
TRIP_0675,N71HC,Charter flight,2025-11-01,19683.27
TRIP_0676,N610TX,Charter flight,2025-02-01,21832.53
TRIP_0677,N301VR,Owner flight,2025-04-01,20023.39
TRIP_0678,N71HC,Charter flight,2025-01-01,16694.19
TRIP_0679,N610TX,Charter flight,2025-02-01,22761.24
TRIP_0680,N452M,Charter flight,2025-01-01,18232.96
TRIP_0681,N452M,Charter flight,2025-10-01,22734.56
TRIP_0682,N716TM,Owner flight,2025-10-01,36296.11
TRIP_0683,N99CT,Charter flight,2026-01-01,20288.69
TRIP_0684,N604XT,Charter flight,2025-04-01,27492.03
TRIP_0685,N610TX,Charter flight,2025-04-01,24349.36
TRIP_0686,N579MH,Owner flight,2025-07-01,22729.1
TRIP_0687,N579MH,Charter flight,2025-10-01,26220.97
TRIP_0688,N716TM,Charter flight,2025-11-01,34544.1
TRIP_0689,N604CH,Charter flight,2025-11-01,33914.26
TRIP_0690,N99CT,Charter flight,2025-09-01,20982.02
TRIP_0691,N71HC,Charter flight,2025-09-01,20566.43
TRIP_0692,N523AR,Owner flight,2025-05-01,33932.03
TRIP_0693,N531P,Charter flight,2025-10-01,23806.4
TRIP_0694,N716TM,Charter flight,2025-01-01,36708.26
TRIP_0695,N301VR,Charter flight,2025-01-01,21744.55
TRIP_0696,N579MH,Charter flight,2025-06-01,24151.75
TRIP_0697,N716TM,Charter flight,2025-02-01,37483.75
TRIP_0698,N579MH,Owner flight,2025-08-01,22515.76
TRIP_0699,N99CT,Charter flight,2026-01-01,26062.22
TRIP_0700,N523AR,Charter flight,2025-09-01,40942.35
TRIP_0701,N495DD,Charter flight,2026-01-01,38049.77
TRIP_0702,N301VR,Charter flight,2025-04-01,15646.05
TRIP_0703,N71HC,Charter flight,2025-05-01,22015.05
TRIP_0704,N301VR,Charter flight,2025-11-01,19658.41
TRIP_0705,N301VR,Charter flight,2025-08-01,18053.3
TRIP_0706,N610TX,Charter flight,2025-03-01,19594.76
TRIP_0707,N71HC,Charter flight,2025-05-01,18330.41
TRIP_0708,N604CH,Charter flight,2025-03-01,37027.21
TRIP_0709,N716TM,Charter flight,2025-12-01,41463.98
TRIP_0710,N604XT,Owner flight,2025-10-01,38304.12
TRIP_0711,N604CH,Charter flight,2025-03-01,46050.1
TRIP_0712,N579MH,Owner flight,2025-03-01,18562.36
TRIP_0713,N523AR,Charter flight,2026-01-01,32975.86
TRIP_0714,N71HC,Charter flight,2025-12-01,18142.44
TRIP_0715,N71HC,Charter flight,2025-07-01,23573.42
TRIP_0716,N610TX,Charter flight,2025-07-01,19948.62
TRIP_0717,N452M,Charter flight,2025-07-01,20973.79
TRIP_0718,N610TX,Charter flight,2025-10-01,22084.21
TRIP_0719,N301VR,Charter flight,2025-08-01,16863.03
TRIP_0720,N372MZ,Charter flight,2025-05-01,32514.6
TRIP_0721,N610TX,Owner flight,2025-05-01,22993.16
TRIP_0722,N99CT,Charter flight,2026-02-01,19129.78
TRIP_0723,N301VR,Charter flight,2025-04-01,16215.89
TRIP_0724,N372MZ,Charter flight,2025-07-01,31390.95
TRIP_0725,N579MH,Charter flight,2025-10-01,22998.06
TRIP_0726,N452M,Charter flight,2025-04-01,20916.9
TRIP_0727,N301VR,Charter flight,2025-02-01,20322.97
TRIP_0728,N604CH,Owner flight,2025-04-01,32543.13
TRIP_0729,N99CT,Owner flight,2026-01-01,22848.28
TRIP_0730,N99CT,Charter flight,2026-01-01,20177.35
TRIP_0731,N99CT,Charter flight,2025-08-01,21023.5
TRIP_0732,N452M,Owner flight,2025-09-01,19097.61
TRIP_0733,N604XT,Charter flight,2025-03-01,41035.76
TRIP_0734,N495DD,Owner flight,2025-07-01,33433.48
TRIP_0735,N71HC,Charter flight,2026-02-01,20686.73
TRIP_0736,N452M,Charter flight,2025-12-01,23087.5
TRIP_0737,N71HC,Charter flight,2026-02-01,21200.11
TRIP_0738,N452M,Charter flight,2025-09-01,21137.72
TRIP_0739,N523AR,Charter flight,2025-11-01,27105.38
TRIP_0740,N71HC,Charter flight,2025-04-01,22201.59
TRIP_0741,N523AR,Charter flight,2025-10-01,35222.35
TRIP_0742,N716TM,Charter flight,2025-03-01,37166.26
TRIP_0743,N604CH,Charter flight,2025-05-01,35732.85
TRIP_0744,N531P,Charter flight,2025-01-01,22042.95
TRIP_0745,N99CT,Charter flight,2025-03-01,22735.77
TRIP_0746,N452M,Charter flight,2025-08-01,20995.32
TRIP_0747,N71HC,Charter flight,2025-11-01,17276.53
TRIP_0748,N495DD,Owner flight,2025-08-01,40234.07
TRIP_0749,N452M,Owner flight,2026-01-01,16923.8
TRIP_0750,N579MH,Charter flight,2025-04-01,27153.25
TRIP_0751,N301VR,Charter flight,2025-02-01,24217.33
TRIP_0752,N610TX,Charter flight,2026-01-01,17734.26
TRIP_0753,N579MH,Owner flight,2025-08-01,23570.33
TRIP_0754,N71HC,Charter flight,2025-08-01,19960.13
TRIP_0755,N301VR,Charter flight,2025-10-01,20072.57
TRIP_0756,N604CH,Charter flight,2025-04-01,42320.95
TRIP_0757,N579MH,Charter flight,2025-03-01,20168.48
TRIP_0758,N495DD,Charter flight,2025-02-01,33773.73
TRIP_0759,N452M,Charter flight,2025-09-01,24258.31
TRIP_0760,N604CH,Owner flight,2025-01-01,33708.2
TRIP_0761,N99CT,Owner flight,2025-07-01,18160.55
TRIP_0762,N71HC,Charter flight,2025-05-01,21157.54
TRIP_0763,N716TM,Charter flight,2025-08-01,38222.56
TRIP_0764,N372MZ,Charter flight,2025-04-01,33428.64
TRIP_0765,N301VR,Owner flight,2025-07-01,21885.92
TRIP_0766,N579MH,Charter flight,2026-01-01,19181.85
TRIP_0767,N604CH,Charter flight,2025-05-01,29715.89
TRIP_0768,N452M,Charter flight,2026-02-01,19399.78
TRIP_0769,N71HC,Charter flight,2025-05-01,21975.04
TRIP_0770,N452M,Charter flight,2026-02-01,22403.74
TRIP_0771,N301VR,Charter flight,2025-09-01,17544.96
TRIP_0772,N452M,Charter flight,2025-09-01,22311.05
TRIP_0773,N301VR,Owner flight,2026-01-01,20916.27
TRIP_0774,N71HC,Owner flight,2025-09-01,18301.99
TRIP_0775,N604CH,Owner flight,2025-12-01,29663.25
TRIP_0776,N99CT,Charter flight,2025-06-01,21074.56
TRIP_0777,N99CT,Charter flight,2025-06-01,23723.91
TRIP_0778,N372MZ,Charter flight,2025-05-01,35142.09
TRIP_0779,N372MZ,Owner flight,2025-09-01,31260.32
TRIP_0780,N604XT,Charter flight,2025-10-01,27527.91
TRIP_0781,N372MZ,Charter flight,2025-08-01,41117.96
TRIP_0782,N495DD,Charter flight,2025-07-01,39167.4
TRIP_0783,N716TM,Charter flight,2025-07-01,36208.31
TRIP_0784,N71HC,Charter flight,2025-06-01,24194.98
TRIP_0785,N99CT,Charter flight,2025-05-01,21059.8
TRIP_0786,N452M,Charter flight,2026-01-01,19172.41
TRIP_0787,N579MH,Charter flight,2025-04-01,25942.96
TRIP_0788,N71HC,Owner flight,2025-03-01,18425.69
TRIP_0789,N523AR,Charter flight,2025-03-01,31017.41
TRIP_0790,N610TX,Charter flight,2025-06-01,22429.02
TRIP_0791,N99CT,Charter flight,2025-04-01,22639.4
TRIP_0792,N579MH,Owner flight,2025-12-01,19541.92
TRIP_0793,N531P,Charter flight,2025-12-01,19671.21
TRIP_0794,N579MH,Owner flight,2025-06-01,22442.33
TRIP_0795,N301VR,Charter flight,2025-03-01,18721.74
TRIP_0796,N452M,Owner flight,2025-04-01,21691.22
TRIP_0797,N610TX,Owner flight,2025-09-01,20620.12
TRIP_0798,N579MH,Charter flight,2025-05-01,28077.17
TRIP_0799,N372MZ,Charter flight,2026-01-01,36269.03
TRIP_0800,N610TX,Charter flight,2025-07-01,18888.56
TRIP_0801,N372MZ,Charter flight,2025-10-01,27435.48
TRIP_0802,N99CT,Charter flight,2025-02-01,20948.64
TRIP_0803,N579MH,Charter flight,2026-02-01,18013.85
TRIP_0804,N579MH,Charter flight,2026-02-01,21700.66
TRIP_0805,N523AR,Charter flight,2025-05-01,32113.09
TRIP_0806,N372MZ,Charter flight,2025-09-01,32966.29
TRIP_0807,N610TX,Charter flight,2025-11-01,17209.91
TRIP_0808,N610TX,Charter flight,2025-03-01,18686.81
TRIP_0809,N523AR,Charter flight,2026-02-01,39583.62
TRIP_0810,N301VR,Charter flight,2025-09-01,23357.87
TRIP_0811,N610TX,Charter flight,2026-02-01,24331.25
TRIP_0812,N452M,Owner flight,2025-11-01,20525.37
TRIP_0813,N301VR,Charter flight,2025-06-01,21178.05
TRIP_0814,N610TX,Charter flight,2025-04-01,23401.53
TRIP_0815,N452M,Charter flight,2025-07-01,16823.35
TRIP_0816,N495DD,Charter flight,2025-08-01,38222.51
TRIP_0817,N579MH,Owner flight,2025-06-01,28558.21
TRIP_0818,N71HC,Owner flight,2025-05-01,18277.6
TRIP_0819,N301VR,Charter flight,2025-06-01,23956.6
TRIP_0820,N71HC,Charter flight,2025-05-01,25644.29
TRIP_0821,N604CH,Charter flight,2025-08-01,38111.39
TRIP_0822,N301VR,Charter flight,2025-01-01,21986.26
TRIP_0823,N71HC,Owner flight,2025-11-01,17700.56
TRIP_0824,N71HC,Charter flight,2025-07-01,23173.01
TRIP_0825,N495DD,Charter flight,2025-10-01,30897.64
TRIP_0826,N610TX,Charter flight,2025-10-01,21424.35
TRIP_0827,N71HC,Owner flight,2025-11-01,21677.74
TRIP_0828,N71HC,Charter flight,2025-02-01,12259.37
TRIP_0829,N372MZ,Charter flight,2026-02-01,36623.21
TRIP_0830,N523AR,Charter flight,2025-09-01,45485.9
TRIP_0831,N99CT,Charter flight,2025-01-01,15270.36
TRIP_0832,N523AR,Charter flight,2025-11-01,34784.43
TRIP_0833,N301VR,Owner flight,2025-10-01,15632.21
TRIP_0834,N99CT,Charter flight,2025-06-01,18264.65
TRIP_0835,N523AR,Charter flight,2025-09-01,27280.89
TRIP_0836,N71HC,Charter flight,2025-01-01,20898.86
TRIP_0837,N610TX,Charter flight,2025-04-01,22484.01
TRIP_0838,N71HC,Owner flight,2025-04-01,21524.35
TRIP_0839,N579MH,Charter flight,2025-09-01,20744.36
TRIP_0840,N579MH,Charter flight,2025-11-01,21867.12
TRIP_0841,N301VR,Owner flight,2025-05-01,21180.68
TRIP_0842,N604XT,Charter flight,2025-05-01,31404.3
TRIP_0843,N99CT,Charter flight,2025-06-01,17178.01
TRIP_0844,N610TX,Charter flight,2025-01-01,19902.18
TRIP_0845,N99CT,Charter flight,2025-01-01,18138.23
TRIP_0846,N71HC,Charter flight,2025-09-01,21528.89
TRIP_0847,N301VR,Charter flight,2025-03-01,23746.74
TRIP_0848,N610TX,Charter flight,2025-04-01,26993.96
TRIP_0849,N531P,Charter flight,2025-01-01,25183.23
TRIP_0850,N579MH,Charter flight,2025-09-01,26260.9
TRIP_0851,N301VR,Charter flight,2025-08-01,19001.71
TRIP_0852,N604CH,Owner flight,2025-02-01,32850.49
TRIP_0853,N99CT,Charter flight,2025-08-01,23710.14
TRIP_0854,N452M,Charter flight,2025-07-01,19809.18
TRIP_0855,N99CT,Charter flight,2025-11-01,20682.37
TRIP_0856,N99CT,Charter flight,2025-06-01,23557.44
TRIP_0857,N301VR,Charter flight,2025-01-01,19828.43
TRIP_0858,N523AR,Charter flight,2025-07-01,41001.68
TRIP_0859,N579MH,Charter flight,2025-10-01,26005.6
TRIP_0860,N301VR,Charter flight,2025-07-01,21638.5
TRIP_0861,N604CH,Charter flight,2026-01-01,32407.24
TRIP_0862,N523AR,Charter flight,2026-02-01,37036.5
TRIP_0863,N495DD,Owner flight,2025-09-01,33283.82
TRIP_0864,N523AR,Charter flight,2025-01-01,36877.64
TRIP_0865,N71HC,Charter flight,2025-02-01,20245.44
TRIP_0866,N579MH,Charter flight,2025-11-01,27383.83
TRIP_0867,N99CT,Charter flight,2025-09-01,20420.57
TRIP_0868,N99CT,Charter flight,2026-01-01,25594.64
TRIP_0869,N452M,Charter flight,2025-09-01,19811.13
TRIP_0870,N610TX,Charter flight,2026-01-01,19163.56
TRIP_0871,N71HC,Charter flight,2025-06-01,21365.28
TRIP_0872,N716TM,Charter flight,2025-06-01,39311.48
TRIP_0873,N604XT,Charter flight,2025-04-01,39280.39
TRIP_0874,N71HC,Owner flight,2025-04-01,20916.95
TRIP_0875,N301VR,Charter flight,2025-05-01,21347.72
TRIP_0876,N99CT,Owner flight,2025-03-01,21351.35
TRIP_0877,N372MZ,Charter flight,2025-01-01,30688.51
TRIP_0878,N604XT,Charter flight,2025-01-01,39096.29
TRIP_0879,N301VR,Owner flight,2025-12-01,17355.36
TRIP_0880,N99CT,Charter flight,2026-01-01,17810.0
TRIP_0881,N99CT,Owner flight,2025-07-01,20637.57
TRIP_0882,N604XT,Charter flight,2025-01-01,33720.56
TRIP_0883,N301VR,Charter flight,2025-01-01,22490.39
TRIP_0884,N301VR,Owner flight,2025-03-01,21618.38
TRIP_0885,N604CH,Charter flight,2025-10-01,35552.81
TRIP_0886,N99CT,Owner flight,2025-04-01,17686.17
TRIP_0887,N604XT,Owner flight,2025-04-01,35106.24
TRIP_0888,N716TM,Charter flight,2025-02-01,34789.95
TRIP_0889,N301VR,Charter flight,2025-01-01,21055.47
TRIP_0890,N716TM,Charter flight,2025-03-01,33279.85
TRIP_0891,N372MZ,Charter flight,2025-11-01,37091.27
TRIP_0892,N452M,Charter flight,2025-04-01,19633.6
TRIP_0893,N452M,Charter flight,2025-03-01,21572.78
TRIP_0894,N71HC,Charter flight,2025-08-01,22490.12
TRIP_0895,N604XT,Charter flight,2026-02-01,32861.62
TRIP_0896,N99CT,Owner flight,2025-10-01,18569.6
TRIP_0897,N716TM,Charter flight,2025-01-01,36905.46
TRIP_0898,N452M,Charter flight,2026-02-01,17197.25
TRIP_0899,N301VR,Charter flight,2025-02-01,23279.16
TRIP_0900,N301VR,Owner flight,2026-01-01,20527.41
TRIP_0901,N99CT,Charter flight,2025-07-01,20213.1
